"","Hour_Delay","Security_o","Airport_Distance","Number_of_flights","Support_Crew_Available","Weather","Baggage_loading_time","Late_Arrival_o"
"2698",1,39,441,45226,22,5,17,19
"2699",0,35,443,39944,128,5,16,18
"2700",1,43,456,40213,28,5,17,19
"2701",1,28,452,43933,138,5,17,20
"2702",1,34,425,45045,72,5,17,19
"2703",1,43,454,45252,97,6,18,20
"2704",0,30,434,42668,107,6,17,18
"2705",0,36,430,38197,180,5,16,18
"2706",0,25,464,40154,112,5,16,18
"2707",1,31,457,42616,2,6,17,18
"2708",0,28,440,40586,115,6,16,18
"2709",1,48,433,45982,80,5,17,19
"2710",1,40,463,44996,113,5,17,19
"2711",0,42,413,38388,222,5,17,18
"2712",1,47,438,47403,126,6,18,19
"2713",1,39,438,44196,47,5,17,20
"2714",1,37,460,44623,37,6,17,20
"2715",1,39,458,45995,43,5,18,19
"2716",0,49,437,37368,71,5,16,18
"2717",0,36,402,37223,94,5,16,18
"2718",1,35,443,48175,33,6,17,19
"2719",1,36,441,43131,89,5,17,20
"2720",1,40,476,45367,30,6,18,19
"2721",1,47,447,43023,137,5,18,20
"2722",1,48,481,44737,113,5,18,20
"2723",1,24,449,41141,38,5,17,18
"2724",1,39,445,42844,104,6,17,20
"2725",0,51,440,44842,144,5,17,19
"2726",0,39,415,41984,79,5,16,19
"2727",1,42,460,49058,10,5,17,19
"2728",1,40,450,46023,98,6,17,19
"2729",0,27,418,30300,158,5,14,16
"2730",1,44,448,46724,77,6,18,20
"2731",1,47,463,49088,115,6,17,19
"2732",0,37,443,42612,17,5,17,18
"2733",1,38,454,47004,67,5,17,20
"2734",1,43,449,47226,28,6,18,20
"2735",1,41,434,42819,25,5,17,18
"2736",1,39,422,45516,32,5,17,19
"2737",0,40,422,39385,133,6,16,19
"2738",1,37,436,43779,102,6,18,19
"2739",0,46,445,36755,143,5,16,17
"2740",1,28,484,47955,94,6,18,20
"2741",0,30,425,40453,126,5,16,19
"2742",1,37,438,48680,20,5,18,20
"2743",0,33,442,41505,127,5,17,19
"2744",1,37,447,42989,89,5,17,19
"2745",1,25,434,43593,96,5,17,19
"2746",1,35,455,44965,41,6,18,19
"2747",0,29,463,41123,69,6,17,19
"2748",0,44,439,40085,113,6,16,18
"2749",1,49,433,44710,92,6,18,19
"2750",0,36,438,41383,110,5,16,18
"2751",1,41,414,45438,51,6,17,19
"2752",1,33,427,44920,14,5,17,19
"2753",1,23,432,43736,76,5,17,19
"2754",1,42,440,43030,86,6,17,19
"2755",1,45,446,39329,95,6,17,19
"2756",1,55,429,44986,64,6,17,18
"2757",1,47,460,47384,81,5,18,19
"2758",1,32,453,42448,62,5,18,18
"2759",0,37,445,41180,127,5,17,17
"2760",0,38,413,40087,121,5,17,18
"2761",1,34,457,43567,64,6,17,19
"2762",0,28,422,44054,39,6,16,19
"2763",0,43,427,41823,138,5,17,18
"2764",1,43,463,39811,66,5,17,18
"2765",1,36,468,45683,62,5,18,20
"2766",1,41,430,42855,125,5,18,19
"2767",1,23,443,45805,47,6,17,20
"2768",1,45,467,44994,23,6,17,19
"2769",0,35,419,40068,165,5,16,18
"2770",0,38,440,41997,97,5,17,19
"2771",1,33,471,46286,72,6,17,19
"2772",1,42,438,42710,20,5,17,19
"2773",1,45,451,45708,13,6,18,19
"2774",1,47,450,42875,80,5,17,19
"2775",0,26,423,37932,163,5,16,19
"2776",1,19,413,40134,118,6,17,19
"2777",1,37,468,44786,80,6,17,19
"2778",0,30,422,40511,130,5,15,17
"2779",1,41,463,45421,66,6,18,20
"2780",1,37,436,44078,52,6,17,19
"2781",0,29,397,39937,72,5,16,18
"2782",1,37,417,44021,19,5,17,19
"2783",0,34,450,37769,130,5,16,17
"2784",1,36,453,46045,93,5,17,19
"2785",1,28,443,44253,204,6,17,18
"2786",1,22,462,44222,76,6,17,18
"2787",0,55,419,35262,70,5,16,17
"2788",1,41,459,44742,66,5,17,19
"2789",1,44,435,46442,44,5,18,20
"2790",0,34,441,37289,24,5,17,18
"2791",1,32,409,41693,64,5,17,18
"2792",0,36,410,41883,88,5,16,19
"2793",1,36,445,43954,25,5,17,17
"2794",0,35,434,42530,133,5,16,18
"2795",0,40,451,44144,145,5,18,19
"2796",1,46,467,44465,117,6,17,18
"2797",1,39,434,43519,88,5,18,18
"2798",1,38,431,43189,81,6,17,19
"2799",1,25,464,44812,1,6,18,18
"2800",0,20,454,40164,101,5,17,19
"2801",0,27,407,40583,100,5,16,18
"2802",1,39,456,44884,140,6,17,19
"2803",1,21,464,44830,52,6,17,19
"2804",0,49,424,40469,90,5,16,19
"2805",1,41,446,44738,77,6,17,18
"2806",1,28,431,42862,100,5,17,19
"2807",1,40,445,45491,135,6,17,19
"2808",0,45,443,40779,18,6,17,19
"2809",1,32,428,46127,3,6,17,19
"2810",0,32,415,40560,67,6,16,18
"2811",0,33,443,43155,132,5,17,19
"2812",1,44,466,44648,25,6,17,19
"2813",1,34,405,40943,75,6,17,19
"2814",0,40,432,41492,100,5,16,18
"2815",0,37,448,39140,74,5,16,18
"2816",1,45,421,41810,41,6,18,20
"2817",0,23,423,38971,120,5,16,17
"2818",0,35,440,42298,104,5,17,19
"2819",0,32,441,41464,104,5,17,18
"2820",1,44,452,48524,128,6,18,20
"2821",0,52,440,39176,138,5,16,18
"2822",1,31,461,49569,66,6,18,19
"2823",0,39,453,43214,146,6,16,18
"2824",0,35,441,38878,115,5,17,18
"2825",0,29,459,40482,184,5,16,18
"2826",0,31,426,38663,33,5,16,18
"2827",0,41,472,40066,85,6,16,19
"2828",0,42,440,39569,126,5,17,19
"2829",0,45,427,40264,151,5,15,18
"2830",0,42,471,42795,47,5,16,19
"2831",0,45,454,42428,178,5,16,19
"2832",1,27,446,45145,55,5,17,19
"2833",1,39,455,48034,29,6,18,19
"2834",1,35,432,44250,85,5,17,19
"2835",1,35,433,48847,83,5,17,20
"2836",1,49,465,49989,151,5,18,20
"2837",0,40,424,42644,116,5,17,18
"2838",1,35,460,45944,56,6,18,20
"2839",0,45,425,39536,76,6,16,18
"2840",1,37,444,43539,95,5,17,18
"2841",0,36,432,42615,168,6,16,18
"2842",0,40,433,37347,141,5,15,18
"2843",1,31,427,47153,83,5,17,18
"2844",1,35,484,45302,96,5,17,19
"2845",1,40,456,43616,56,6,17,18
"2846",1,48,433,40149,138,6,17,19
"2847",0,32,398,37868,165,5,15,17
"2848",1,35,440,43142,82,5,17,19
"2849",1,40,447,44398,34,5,17,19
"2850",1,40,454,43416,76,5,17,19
"2851",0,34,442,39540,137,5,16,18
"2852",1,51,446,42282,44,6,17,19
"2853",1,27,453,45137,70,5,18,19
"2854",0,37,438,39911,200,6,17,19
"2855",0,38,435,40189,73,5,16,18
"2856",1,33,442,44748,51,6,17,19
"2857",0,33,440,42775,101,5,17,19
"2858",1,26,410,44912,59,6,17,19
"2859",1,42,441,44089,3,6,17,19
"2860",0,34,429,40509,165,5,16,18
"2861",1,26,469,46285,81,6,18,20
"2862",1,49,465,42610,62,6,17,19
"2863",0,39,409,40560,145,5,16,19
"2864",1,38,442,43232,73,5,17,18
"2865",1,41,460,43176,88,5,17,19
"2866",1,42,446,43899,50,6,18,19
"2867",1,37,421,43958,10,5,18,20
"2868",1,27,471,44809,56,6,18,20
"2869",1,44,445,41536,67,5,18,19
"2870",1,35,450,42603,115,5,17,19
"2871",1,40,460,45105,79,5,17,19
"2872",1,46,437,43818,65,5,17,19
"2873",0,30,382,40925,29,5,16,19
"2874",1,40,449,45499,53,5,17,19
"2875",0,33,443,43098,137,5,16,18
"2876",1,34,442,42747,59,6,17,19
"2877",1,39,454,41883,105,5,17,19
"2878",1,37,411,42949,84,5,17,19
"2879",0,43,442,40687,104,5,16,18
"2880",0,31,443,43320,116,5,17,18
"2881",0,43,415,41798,135,5,17,18
"2882",0,32,457,41818,77,6,17,18
"2883",1,46,448,44572,115,5,17,19
"2884",0,50,428,41392,88,6,16,18
"2885",1,52,432,45468,21,6,18,19
"2886",1,37,451,41501,85,5,17,18
"2887",1,20,427,44248,57,5,17,19
"2888",0,38,404,42610,75,5,16,18
"2889",0,28,445,42876,156,6,16,17
"2890",1,28,442,43627,22,5,17,19
"2891",1,25,457,44951,61,5,17,18
"2892",0,37,457,42085,89,5,16,18
"2893",1,47,454,45407,78,5,17,19
"2894",1,34,465,45772,59,6,18,19
"2895",0,30,452,43085,156,5,17,19
"2896",0,26,430,41432,67,6,16,18
"2897",1,37,443,43208,82,6,17,18
"2898",1,30,442,41159,61,5,17,20
"2899",1,47,465,46055,122,5,18,19
"2900",1,37,455,44600,96,6,17,18
"2901",1,52,420,44905,28,5,17,19
"2902",1,40,427,45827,11,6,17,18
"2903",1,39,449,45101,70,5,18,20
"2904",1,39,442,47597,98,6,18,19
"2905",1,43,418,46141,76,5,17,18
"2906",1,39,455,48668,38,5,18,19
"2907",1,31,436,45284,137,6,18,19
"2908",1,41,462,47851,60,6,18,19
"2909",1,30,472,45907,148,5,17,19
"2910",0,27,424,41663,56,5,16,18
"2911",1,34,448,42353,100,6,17,19
"2912",0,35,426,44758,61,5,17,18
"2913",1,46,448,42340,158,5,17,19
"2914",0,36,409,40534,71,5,16,18
"2915",1,18,446,42725,92,6,17,19
"2916",0,29,421,38911,79,5,16,18
"2917",1,26,462,45480,75,5,17,18
"2918",1,30,431,43990,42,5,17,18
"2919",1,29,457,44727,64,5,17,19
"2920",0,30,435,42225,110,6,17,17
"2921",0,25,453,36468,150,5,16,17
"2922",0,28,436,41921,104,5,17,18
"2923",1,54,466,47117,18,5,18,20
"2924",1,33,461,45308,14,6,17,19
"2925",1,41,463,46498,53,5,17,19
"2926",0,36,442,39415,62,6,17,18
"2927",1,40,477,44999,44,6,18,19
"2928",0,39,417,35929,79,5,16,18
"2929",1,43,461,47556,21,5,17,19
"2930",0,29,426,42048,63,5,17,18
"2931",1,41,459,44327,156,6,17,18
"2932",0,37,410,41687,91,5,17,18
"2933",1,32,414,43144,93,6,17,19
"2934",1,33,446,43548,67,6,17,19
"2935",0,43,416,40214,98,5,16,17
"2936",0,31,435,44073,127,5,17,19
"2937",1,38,441,42652,26,5,17,18
"2938",1,27,467,47134,106,5,18,20
"2939",0,27,408,42227,59,5,16,19
"2940",0,39,433,41508,75,5,17,19
"2941",1,44,424,41956,28,5,17,19
"2942",1,40,440,47132,67,6,17,19
"2943",1,38,439,46763,24,6,17,19
"2944",1,45,427,46409,103,5,18,20
"2945",0,39,438,43461,101,6,17,19
"2946",1,46,439,44789,72,5,17,19
"2947",1,31,431,43160,106,5,17,19
"2948",0,37,419,41170,161,5,16,19
"2949",0,34,408,40926,81,5,16,18
"2950",0,27,449,41309,198,5,16,18
"2951",1,52,450,49841,126,6,18,21
"2952",1,37,454,46977,42,6,18,19
"2953",1,29,433,42604,140,6,17,18
"2954",1,40,455,44443,83,6,17,18
"2955",1,28,442,42874,113,5,17,18
"2956",0,36,472,42821,141,6,16,19
"2957",1,27,414,47847,60,5,17,19
"2958",1,28,442,46596,46,5,17,19
"2959",1,47,494,48622,51,6,18,20
"2960",1,39,416,43677,128,6,17,19
"2961",1,40,438,46003,46,5,17,19
"2962",0,38,417,43867,139,5,17,18
"2963",0,54,435,42055,77,5,16,18
"2964",1,41,446,44157,119,6,17,19
"2965",1,36,451,50522,56,6,18,20
"2966",0,36,450,45404,119,5,17,19
"2967",0,37,413,41328,133,5,17,19
"2968",0,44,434,44081,75,5,17,18
"2969",0,28,439,40287,151,5,16,18
"2970",1,41,456,43503,64,5,17,19
"2971",1,43,440,46782,81,5,18,19
"2972",0,49,426,41576,94,5,16,18
"2973",1,38,455,44099,46,6,17,19
"2974",1,51,440,42109,131,6,17,19
"2975",0,32,445,42091,165,6,17,19
"2976",1,45,428,40026,71,5,17,19
"2977",1,29,462,42537,76,6,17,20
"2978",1,37,429,42963,165,6,17,19
"2979",1,48,471,45689,93,6,18,19
"2980",1,44,449,48027,48,5,17,20
"2981",0,39,384,39097,101,6,16,18
"2982",1,32,447,42308,69,5,17,19
"2983",0,40,419,41151,48,6,16,18
"2984",1,29,481,48205,68,5,18,19
"2985",1,29,481,43706,78,6,18,19
"2986",1,40,439,45940,64,5,18,19
"2987",1,31,433,44087,36,5,17,18
"2988",0,41,430,42581,55,5,16,17
"2989",0,27,446,38214,147,5,15,18
"2990",0,46,424,37418,116,6,16,17
"2991",1,39,418,45481,21,5,18,20
"2992",1,36,452,49850,50,6,18,20
"2993",1,39,440,43282,65,5,18,19
"2994",1,37,446,42155,4,5,17,18
"2995",1,36,449,45117,47,6,18,19
"2996",0,29,440,44215,83,5,17,19
"2997",1,32,468,43551,66,6,17,19
"2998",0,36,403,34483,202,5,15,17
"2999",0,44,440,39278,94,5,16,18
"3000",1,35,447,47691,5,6,18,20
"3001",1,42,475,50981,149,5,18,20
"3002",1,41,462,43269,53,5,17,18
"3003",1,31,439,42554,72,5,17,19
"3004",0,50,410,40554,123,5,16,17
"3005",1,43,459,44013,61,5,17,19
"3006",1,50,471,50593,76,6,18,20
"3007",1,43,423,42959,16,5,17,18
"3008",0,48,427,40668,71,5,17,19
"3009",1,46,458,47565,24,5,18,19
"3010",1,32,444,46389,32,6,17,19
"3011",1,48,470,43638,102,5,17,18
"3012",0,33,425,40913,130,5,16,17
"3013",1,42,455,45392,68,5,17,19
"3014",1,39,462,43995,34,5,17,19
"3015",0,35,427,41971,114,5,17,19
"3016",0,41,450,44223,31,5,17,18
"3017",1,28,438,41731,80,5,17,18
"3018",1,46,443,43948,1,5,17,19
"3019",1,41,438,42791,129,5,17,18
"3020",1,26,435,42529,111,6,17,19
"3021",1,34,440,42983,78,5,17,19
"3022",0,39,413,39285,117,5,16,18
"3023",1,39,451,45353,77,5,17,19
"3024",0,40,455,39340,106,5,16,18
"3025",1,50,458,46107,141,6,17,20
"3026",0,32,399,36825,213,5,15,17
"3027",1,37,446,48219,64,6,18,20
"3028",1,35,442,44056,21,6,17,20
"3029",0,36,422,41712,82,5,16,18
"3030",1,37,445,43362,19,5,17,19
"3031",1,36,485,44187,76,5,18,19
"3032",1,36,427,45505,28,5,17,19
"3033",0,24,429,43778,69,5,17,18
"3034",1,32,473,44805,48,6,17,20
"3035",1,28,460,44192,91,6,17,19
"3036",1,32,451,41673,8,5,18,19
"3037",1,37,456,43083,90,5,17,18
"3038",1,48,447,43173,86,5,17,18
"3039",1,42,440,46195,108,5,18,19
"3040",0,43,417,38585,125,5,16,19
"3041",0,43,443,42730,136,5,17,19
"3042",0,63,450,43090,62,5,17,18
"3043",1,36,441,45599,106,6,18,18
"3044",1,39,449,43865,76,5,17,17
"3045",0,36,405,42121,80,5,16,18
"3046",1,45,463,46277,79,5,17,18
"3047",0,46,437,44383,112,5,17,18
"3048",0,43,434,42319,100,5,17,19
"3049",1,41,445,46200,149,5,17,19
"3050",1,35,446,48379,111,5,18,20
"3051",1,43,457,44206,44,5,17,19
"3052",1,30,442,41831,78,5,17,18
"3053",1,30,441,42713,106,6,18,19
"3054",0,39,431,42073,77,5,17,18
"3055",1,34,487,47223,111,6,18,20
"3056",1,42,440,44318,88,5,18,20
"3057",1,41,443,46349,48,6,18,19
"3058",0,44,442,39726,2,6,17,18
"3059",0,43,414,43158,23,5,17,19
"3060",1,40,438,45864,65,5,17,19
"3061",0,38,429,39286,42,6,17,19
"3062",1,42,457,43103,67,6,18,20
"3063",1,42,450,44897,45,5,18,19
"3064",0,39,467,41170,60,5,16,19
"3065",1,36,443,44527,36,5,17,18
"3066",1,39,441,46072,34,6,17,19
"3067",0,35,431,42880,86,5,17,19
"3068",1,45,437,43228,74,6,18,19
"3069",0,26,430,42937,67,6,17,18
"3070",0,36,434,41852,69,5,17,19
"3071",1,32,408,45061,84,5,17,19
"3072",1,42,450,44248,109,6,18,19
"3073",1,37,415,42277,95,5,18,19
"3074",0,44,460,39430,149,5,17,19
"3075",1,49,444,42230,96,5,17,18
"3076",1,40,453,43505,69,5,17,19
"3077",0,36,435,39931,187,5,16,18
"3078",1,47,446,43663,75,5,17,20
"3079",0,39,425,41772,78,6,17,19
"3080",1,29,461,46708,40,5,17,19
"3081",1,46,430,42640,63,5,17,20
"3082",0,31,419,40822,97,5,17,19
"3083",0,33,420,39103,142,5,16,18
"3084",0,39,425,39507,69,5,16,17
"3085",1,35,473,46974,86,6,17,18
"3086",1,48,454,41791,113,6,17,19
"3087",1,39,481,46860,82,5,18,19
"3088",1,44,430,46432,100,6,17,19
"3089",1,28,452,42877,80,5,17,19
"3090",1,36,435,44760,93,5,17,20
"3091",1,46,448,44537,92,6,18,19
"3092",1,45,465,42915,57,5,17,19
"3093",1,39,452,46972,53,5,17,20
"3094",1,35,467,44310,133,6,17,20
"3095",1,48,446,46960,37,5,17,19
"3096",1,49,451,42657,49,6,18,19
"3097",0,27,421,39791,138,5,16,19
"3098",0,38,429,41450,90,5,16,19
"3099",1,36,440,44013,110,5,17,20
"3100",0,40,437,41032,155,5,17,18
"3101",1,37,454,46085,103,6,18,20
"3102",0,33,457,44750,27,5,17,19
"3103",0,18,431,38759,48,5,16,18
"3104",1,42,442,45372,37,6,17,18
"3105",1,36,458,47673,78,5,18,20
"3106",0,41,435,38362,116,6,16,17
"3107",1,38,447,46331,55,6,18,20
"3108",0,46,444,39606,122,5,16,18
"3109",1,44,437,45121,84,6,17,19
"3110",1,37,448,49040,53,6,17,19
"3111",0,36,438,42461,39,6,17,19
"3112",1,38,422,42860,94,6,17,19
"3113",1,40,438,42135,83,6,17,20
"3114",1,34,441,44949,12,5,18,19
"3115",1,36,487,45203,45,5,18,19
"3116",1,46,446,42809,93,5,17,19
"3117",0,20,438,40476,121,6,16,18
"3118",1,26,461,48246,101,6,17,19
"3119",1,44,454,44926,96,5,17,19
"3120",0,35,417,43299,63,5,17,18
"3121",0,33,431,34476,135,5,15,16
"3122",0,56,456,43939,73,6,17,19
"3123",0,32,417,40481,102,5,16,18
"3124",0,50,438,42812,154,6,17,19
"3125",1,44,418,45077,75,5,17,18
"3126",1,33,422,43575,83,6,17,19
"3127",1,39,473,45596,86,6,18,21
"3128",0,37,428,41747,119,6,16,19
"3129",1,29,473,44802,93,5,17,19
"3130",1,46,450,46563,24,6,17,20
"3131",0,38,414,42438,139,5,17,18
"3132",1,44,459,43475,171,5,17,19
"3133",1,38,446,44520,148,6,17,19
"3134",1,34,472,41455,2,6,17,19
"3135",1,31,438,47160,79,6,18,19
"3136",1,40,433,47530,150,5,18,19
"3137",1,51,446,42089,144,5,17,19
"3138",0,38,425,37632,18,5,16,17
"3139",0,35,446,41731,86,5,16,19
"3140",0,35,436,39326,88,5,17,18
"3141",1,32,432,39200,68,5,17,19
"3142",1,29,413,45010,25,5,17,19
"3143",1,33,445,42769,91,6,17,18
"3144",1,44,455,43147,46,6,18,19
"3145",1,35,426,44987,92,6,17,19
"3146",1,33,449,44769,110,5,17,19
"3147",1,41,433,43700,169,5,17,18
"3148",0,47,437,39873,121,5,16,18
"3149",1,36,439,46976,98,6,17,20
"3150",1,27,432,42640,126,5,17,19
"3151",1,39,454,42806,43,5,17,20
"3152",1,37,448,44730,69,5,17,19
"3153",0,33,447,38576,61,5,17,19
"3154",0,32,423,40195,103,6,17,19
"3155",1,37,439,47198,10,5,17,19
"3156",1,34,454,47318,57,5,18,19
"3157",1,48,424,45509,128,5,17,19
"3158",0,48,423,40080,191,5,16,19
"3159",0,33,441,38332,166,5,16,17
"3160",0,38,403,40247,47,5,17,19
"3161",0,44,431,40849,46,5,16,19
"3162",0,40,424,41697,151,5,17,19
"3163",0,37,376,29777,93,5,14,15
"3164",0,33,446,40839,94,5,16,17
"3165",0,38,444,41732,64,5,17,18
"3166",1,27,442,44527,99,5,17,18
"3167",1,55,426,45137,34,5,17,19
"3168",1,28,430,45291,64,6,17,19
"3169",0,36,429,40987,106,5,17,18
"3170",1,41,464,45245,10,6,18,20
"3171",1,40,420,44597,129,6,17,18
"3172",0,36,440,38536,37,5,16,18
"3173",1,40,458,41742,129,5,17,19
"3174",0,44,441,43077,83,5,17,19
"3175",0,31,438,40552,76,5,17,18
"3176",1,43,468,45141,113,6,17,19
"3177",0,30,464,41311,94,5,17,19
"3178",1,39,443,45455,62,5,17,19
"3179",0,36,452,40332,74,5,16,19
"3180",0,35,454,44344,87,5,16,18
"3181",1,34,418,46211,99,5,17,20
"3182",0,34,427,43084,137,5,17,17
"3183",1,30,439,40872,75,6,17,20
"3184",1,30,419,44543,23,5,17,19
"3185",0,50,430,43680,145,5,17,20
"3186",1,52,456,43948,75,6,17,19
"3187",0,36,436,42903,137,5,17,19
"3188",1,37,456,44307,104,6,17,19
"3189",0,38,451,41826,76,5,16,18
"3190",0,34,425,40949,83,5,17,18
"3191",1,37,428,44451,64,6,17,18
"3192",1,38,464,45462,101,5,17,19
"3193",0,31,423,40372,195,5,17,18
"3194",0,41,443,42881,99,5,16,18
"3195",1,42,436,43252,101,5,17,18
"3196",1,50,429,43486,64,5,17,18
"3197",1,27,455,44978,89,5,17,19
"3198",1,44,457,43223,78,6,17,19
"3199",1,30,445,42258,44,5,17,19
"3200",0,41,444,42741,119,5,16,18
"3201",1,35,431,44263,108,5,18,19
"3202",1,41,435,43901,38,6,17,19
"3203",1,40,439,45714,94,5,17,18
"3204",1,34,440,48598,83,5,18,20
"3205",1,49,433,46061,22,6,17,19
"3206",1,44,465,42606,57,5,17,20
"3207",1,38,469,42215,4,5,16,18
"3208",1,33,463,47993,72,5,18,19
"3209",0,34,433,41888,37,5,16,18
"3210",1,35,464,40798,37,6,17,19
"3211",1,31,446,43527,14,5,17,19
"3212",1,53,472,46467,44,5,17,20
"3213",1,42,448,42645,92,5,17,20
"3214",0,39,443,40733,153,5,17,19
"3215",0,48,430,40280,19,6,17,18
"3216",1,41,457,44013,44,6,17,20
"3217",1,20,465,41887,1,6,17,19
"3218",0,20,446,38608,122,5,16,18
"3219",0,36,457,42008,114,5,17,19
"3220",1,22,436,45563,43,6,17,19
"3221",1,44,427,43048,67,6,17,20
"3222",0,26,431,41895,34,6,17,19
"3223",1,39,472,42997,155,6,17,18
"3224",0,38,442,40153,105,5,16,17
"3225",0,38,446,43549,96,5,16,18
"3226",1,36,454,45391,91,5,17,19
"3227",0,47,455,43130,107,5,17,19
"3228",0,46,423,39898,170,5,16,18
"3229",0,30,436,45757,122,6,17,19
"3230",1,38,443,44071,65,6,18,19
"3231",1,50,439,43419,54,5,17,19
"3232",1,27,438,44508,50,5,18,19
"3233",1,39,488,45850,52,6,18,19
"3234",1,38,431,44115,109,5,17,18
"3235",0,32,449,42753,46,5,16,19
"3236",1,51,440,45165,102,6,17,19
"3237",1,32,433,43455,80,6,17,19
"3238",1,34,462,40540,25,6,17,19
"3239",0,28,453,41330,67,6,17,18
"3240",0,48,414,39519,92,6,17,18
"3241",1,29,429,44044,83,5,17,20
"3242",1,35,452,44794,35,6,17,18
"3243",1,39,421,42926,69,5,17,19
"3244",1,35,470,45294,112,5,17,19
"3245",0,32,434,40389,24,5,17,18
"3246",0,36,429,38850,85,5,17,17
"3247",1,42,447,47423,82,5,18,18
"3248",1,37,434,42864,84,5,17,19
"3249",1,26,415,43165,47,6,18,20
"3250",0,43,424,41903,102,6,16,18
"3251",1,36,453,45537,105,5,17,19
"3252",1,40,423,42458,73,5,18,20
"3253",1,36,464,45183,76,6,18,19
"3254",1,36,447,42632,131,6,17,18
"3255",1,38,480,49423,16,6,18,20
"3256",1,35,448,43237,98,6,17,19
"3257",0,38,454,43194,88,5,17,19
"3258",0,40,460,43233,36,6,17,19
"3259",0,41,440,43839,139,5,16,19
"3260",1,38,462,48109,83,5,18,19
"3261",1,34,465,43873,84,6,17,19
"3262",1,43,448,48391,63,6,18,19
"3263",0,31,407,40085,67,6,16,19
"3264",1,35,434,42390,95,5,17,18
"3265",1,37,451,42590,40,5,17,19
"3266",1,28,433,43567,114,6,17,18
"3267",1,32,427,43482,122,5,16,18
"3268",0,24,428,39675,102,5,17,17
"3269",0,44,431,41114,92,5,17,18
"3270",0,40,412,34998,72,5,16,18
"3271",0,21,434,42337,58,6,17,18
"3272",0,31,443,42099,57,5,17,18
"3273",0,43,420,44129,58,5,17,18
"3274",1,32,455,46151,27,5,17,18
"3275",1,32,452,46538,139,6,18,19
"3276",0,28,421,40771,125,5,16,18
"3277",1,40,449,40832,52,5,17,19
"3278",1,34,441,45903,127,5,18,19
"3279",0,17,442,39883,100,5,17,19
"3280",1,34,458,48422,74,5,18,19
"3281",1,40,459,46918,89,5,17,19
"3282",0,35,445,39091,39,6,17,19
"3283",1,44,434,42660,23,6,17,18
"3284",0,37,421,42534,68,5,16,18
"3285",0,39,435,42901,76,5,17,18
"3286",1,40,442,42214,77,5,17,20
"3287",1,31,458,45033,10,5,17,18
"3288",0,35,406,38729,66,5,16,19
"3289",0,30,463,41432,91,5,17,18
"3290",1,30,448,41506,5,5,17,19
"3291",1,39,459,43656,112,6,17,19
"3292",1,45,455,47800,83,5,17,20
"3293",1,36,446,45630,70,5,17,19
"3294",1,37,462,44511,99,5,17,19
"3295",1,31,453,45080,93,6,18,20
"3296",0,40,429,41806,4,6,16,19
"3297",0,48,429,43640,108,5,17,19
"3298",1,38,458,44495,83,6,18,20
"3299",1,37,466,44776,126,5,18,20
"3300",1,41,447,45216,130,5,18,18
"3301",0,26,423,41667,73,6,16,18
"3302",1,37,453,47164,127,5,17,19
"3303",0,37,407,36528,129,5,16,17
"3304",1,38,444,43483,30,5,17,19
"3305",0,33,443,41753,124,5,16,17
"3306",0,27,419,41291,74,5,16,19
"3307",0,19,449,45457,63,6,17,19
"3308",1,44,451,45279,84,5,18,18
"3309",1,39,438,45720,38,5,18,18
"3310",1,39,439,45724,158,6,17,20
"3311",0,33,392,39007,138,5,16,17
"3312",1,36,439,44934,67,5,17,19
"3313",0,37,439,42757,123,5,17,19
"3314",1,36,476,46814,86,6,18,19
"3315",0,44,466,40712,105,5,17,19
"3316",1,39,446,43597,33,6,18,19
"3317",1,43,450,43499,4,5,17,18
"3318",1,41,443,41250,96,6,17,19
"3319",0,37,443,41769,99,5,17,19
"3320",0,51,446,37668,62,5,17,18
"3321",1,31,457,44411,75,5,17,20
"3322",1,35,424,42630,47,5,17,19
"3323",1,41,429,46473,54,5,18,20
"3324",0,26,428,39593,104,5,16,18
"3325",1,41,447,45746,74,5,18,19
"3326",0,35,400,41347,136,5,17,19
"3327",1,30,462,42962,35,5,17,18
"3328",1,38,447,41212,75,6,17,19
"3329",1,37,426,41235,75,5,17,18
"3330",1,46,467,44408,56,5,18,20
"3331",1,33,453,43915,36,6,17,19
"3332",1,41,474,44404,31,5,18,18
"3333",1,25,441,41583,2,5,18,19
"3334",0,34,463,43454,111,5,16,18
"3335",0,45,446,42902,91,6,17,18
"3336",1,41,447,47765,63,5,18,19
"3337",1,36,445,46164,11,5,18,18
"3338",1,42,460,43832,80,5,17,19
"3339",1,33,443,39955,134,5,17,19
"3340",1,34,471,49027,26,5,18,19
"3341",0,37,437,42625,140,5,17,19
"3342",0,25,412,40891,35,5,17,18
"3343",1,27,430,46904,87,5,18,19
"3344",0,48,469,42373,48,6,17,20
"3345",0,31,450,42871,91,5,17,19
"3346",1,35,431,45375,155,5,17,18
"3347",1,49,452,44268,83,5,18,19
"3348",0,27,418,42625,81,5,16,19
"3349",1,35,427,40474,74,5,18,19
"3350",1,34,446,42443,120,6,17,20
"3351",1,47,422,47366,101,5,17,19
"3352",0,38,422,41554,132,5,16,18
"3353",1,30,447,46950,4,6,19,19
"3354",1,31,450,41842,76,5,17,19
"3355",1,38,433,43424,79,6,17,19
"3356",1,23,449,43938,139,5,17,18
"3357",0,37,420,41302,63,5,17,18
"3358",0,37,445,38996,51,6,17,19
"3359",1,43,436,40855,102,5,16,18
"3360",0,45,424,40394,75,5,16,19
